br_class,mode,case_id,z1,z2,z3,rdx,rdy,rdz,cgx,cgy,cgz,devx,devy,devz,placed,unplaced,elapsed,timestamp_utc,run_id
BR0,six_way,96,0.793968,0.0,8.667638,3.4,7.8442,6.2285,284.4869,107.3615,103.1487,10.0131,9.1385,6.8513,343,87,2.03407,2025-12-26T14:14:48.869922Z,20251226_141448.869922_seed0_six_way
BR0,six_way,97,0.757644,0.0,11.643892,3.5506,8.8103,12.9193,284.0435,106.236,95.7888,10.4565,10.264,14.2112,161,50,0.38122,2025-12-26T14:14:49.266906Z,20251226_141449.266906_seed0_six_way
BR0,six_way,98,0.792469,0.0,8.330247,1.1586,6.5848,12.6431,291.088,108.8287,96.0926,3.412,7.6713,13.9074,108,27,0.149282,2025-12-26T14:14:49.429141Z,20251226_141449.429141_seed0_six_way
BR0,six_way,99,0.892334,0.0,5.953384,4.5801,0.9735,2.9432,281.0115,117.6341,106.7625,13.4885,1.1341,3.2375,261,30,1.187356,2025-12-26T14:14:50.629001Z,20251226_141450.629001_seed0_six_way
BR0,six_way,100,0.666366,0.0,18.666667,7.3005,15.8798,14.5455,273.0,98.0,94.0,21.5,18.5,16.0,112,55,0.17319,2025-12-26T14:14:50.849530Z,20251226_141450.849530_seed0_six_way
BR0,C1_respect,1,0.888978,0.0,5.51682,3.042,2.6499,4.0951,285.5413,113.4128,105.4954,8.9587,3.0872,4.5046,109,13,0.121404,2025-12-26T14:14:50.973411Z,20251226_141450.973411_seed0_C1_respect
BR0,C1_respect,2,0.891237,0.0,2.870937,0.0724,2.9887,4.4707,294.2868,113.0182,105.0822,0.2132,3.4818,4.9178,1046,123,41.703253,2025-12-26T14:15:32.681522Z,20251226_141532.681522_seed0_C1_respect
BR0,C1_respect,3,0.815051,0.0,10.591954,3.6239,10.0932,8.4953,283.8276,104.7414,100.6552,10.6724,11.7586,9.3448,116,25,0.132887,2025-12-26T14:15:32.824259Z,20251226_141532.824259_seed0_C1_respect
BR0,C1_respect,4,0.784035,0.0,11.835749,5.086,7.6071,10.6061,279.5217,107.6377,98.3333,14.9783,8.8623,11.6667,69,18,0.042045,2025-12-26T14:15:32.870947Z,20251226_141532.870947_seed0_C1_respect
BR0,C1_respect,5,0.779562,0.0,9.946194,2.3422,9.0332,11.2885,287.6024,105.9764,97.5827,6.8976,10.5236,12.4173,127,35,0.207038,2025-12-26T14:15:33.081238Z,20251226_141533.081238_seed0_C1_respect
